0	1	2	3	4	5	6
2015-01-01 00:00	99.9	999.0	999999.0	320	4.2	0.0
2015-01-01 01:00	-6.2	34.0	101880.0	320	5.2	0.0
2015-01-01 02:00	-6.8	38.0	101870.0	320	4.5	0.0
2015-01-01 03:00	-7.1	39.0	101920.0	320	3.7	0.0
2015-01-01 04:00	-7.4	38.0	101910.0	320	4.6	0.0
2015-01-01 05:00	-7.8	37.0	101910.0	320	3.9	0.0
2015-01-01 06:00	-8.0	38.0	101910.0	320	4.7	0.0
2015-01-01 07:00	-8.4	39.0	101960.0	320	4.5	0.0
2015-01-01 08:00	-8.5	42.0	102010.0	320	3.6	0.0
2015-01-01 09:00	-7.7	43.0	102080.0	320	3.5	61.111116
2015-01-01 10:00	-6.5	38.0	102130.0	320	4.6	188.88890400000003
2015-01-01 11:00	-5.6	36.0	102150.0	320	4.4	302.77780200000007
2015-01-01 12:00	-4.7	36.0	102090.0	290	3.3	383.33336399999996
2015-01-01 13:00	-4.3	35.0	102040.0	290	3.9	413.88892200000004
2015-01-01 14:00	-3.9	37.0	102020.0	270	3.9	391.666698
2015-01-01 15:00	-4.0	38.0	102010.0	270	4.1	319.44446999999997
2015-01-01 16:00	-4.9	44.0	102070.0	270	4.5	211.111128
2015-01-01 17:00	-5.0	42.0	102080.0	290	4.0	63.88889400000001
2015-01-01 18:00	-5.6	44.0	102130.0	290	2.5	2.777778
2015-01-01 19:00	-6.1	48.0	102180.0	290	1.8	0.0
2015-01-01 20:00	-6.4	49.0	102180.0	320	3.0	0.0
2015-01-01 21:00	-6.8	50.0	102200.0	290	1.8	0.0
2015-01-01 22:00	-7.3	52.0	102220.0	320	2.0	0.0
2015-01-01 23:00	-7.3	53.0	102200.0	320	2.7	0.0
2015-01-02 00:00	-7.3	54.0	102160.0	320	1.5	0.0
2015-01-02 01:00	-7.1	56.0	102160.0	270	1.0	0.0
2015-01-02 02:00	-7.3	57.0	102150.0	250	0.9	0.0
2015-01-02 03:00	-6.8	56.0	102160.0	270	1.0	0.0
2015-01-02 04:00	-6.8	56.0	102090.0	320	0.5	0.0
2015-01-02 05:00	-7.3	63.0	102050.0	0	0.4	0.0
2015-01-02 06:00	-6.8	58.0	102050.0	340	1.2	0.0
2015-01-02 07:00	-7.6	63.0	102020.0	230	1.3	0.0
2015-01-02 08:00	-8.3	68.0	102010.0	200	0.5	0.0
2015-01-02 09:00	-6.2	60.0	102080.0	270	0.7	50.000004
2015-01-02 10:00	-4.6	51.0	102130.0	270	1.5	158.333346
2015-01-02 11:00	-2.4	39.0	102110.0	270	2.2	286.11113400000005
2015-01-02 12:00	-2.5	34.0	102050.0	290	3.7	291.66669
2015-01-02 13:00	-1.6	31.0	101990.0	320	5.2	411.111144
2015-01-02 14:00	-0.8	31.0	102000.0	320	4.9	394.444476
2015-01-02 15:00	-1.3	31.0	102020.0	320	5.2	322.222248
2015-01-02 16:00	-1.9	31.0	102100.0	290	3.4	213.88890600000002
2015-01-02 17:00	-2.5	33.0	102170.0	290	2.5	77.77778400000001
2015-01-02 18:00	-3.1	34.0	102210.0	290	2.4	5.555556
2015-01-02 19:00	-3.9	38.0	102280.0	270	2.1	0.0
2015-01-02 20:00	-4.1	40.0	102290.0	320	1.9	0.0
2015-01-02 21:00	-4.7	43.0	102310.0	320	3.1	0.0
2015-01-02 22:00	-5.3	47.0	102340.0	290	2.1	0.0
2015-01-02 23:00	-6.1	51.0	102320.0	320	2.0	0.0
2015-01-03 00:00	-5.8	47.0	102310.0	320	3.0	0.0
2015-01-03 01:00	-6.4	50.0	102320.0	290	1.7	0.0
2015-01-03 02:00	-7.4	57.0	102320.0	230	1.2	0.0
2015-01-03 03:00	-8.8	64.0	102300.0	20	0.7	0.0
2015-01-03 04:00	-9.0	66.0	102210.0	0	0.1	0.0
2015-01-03 05:00	-9.3	66.0	102230.0	200	0.5	0.0
2015-01-03 06:00	-9.5	68.0	102260.0	200	0.5	0.0
2015-01-03 07:00	-9.6	71.0	102270.0	180	0.6	0.0
2015-01-03 08:00	-9.4	70.0	102300.0	180	1.5	0.0
2015-01-03 09:00	-7.4	67.0	102330.0	180	0.9	58.333338
2015-01-03 10:00	-5.0	57.0	102340.0	180	1.2	133.333344
2015-01-03 11:00	-2.6	38.0	102270.0	140	1.9	263.88891
2015-01-03 12:00	-0.2	40.0	102130.0	140	1.6	319.44446999999997
2015-01-03 13:00	0.6	40.0	101950.0	160	2.0	400.000032
2015-01-03 14:00	1.8	44.0	101860.0	180	1.5	383.33336399999996
2015-01-03 15:00	1.9	50.0	101800.0	180	1.9	222.22224000000003
2015-01-03 16:00	1.7	55.0	101770.0	200	1.7	147.22223400000001
2015-01-03 17:00	1.4	58.0	101760.0	230	1.1	55.55556000000001
2015-01-03 18:00	1.2	60.0	101710.0	160	1.5	2.777778
2015-01-03 19:00	0.9	61.0	101700.0	200	1.1	0.0
2015-01-03 20:00	0.8	62.0	101710.0	180	0.8	0.0
2015-01-03 21:00	0.8	64.0	101660.0	180	1.3	0.0
2015-01-03 22:00	0.7	66.0	101610.0	180	1.8	0.0
2015-01-03 23:00	0.2	68.0	101540.0	160	1.6	0.0
2015-01-04 00:00	0.9	64.0	101560.0	180	0.6	0.0
2015-01-04 01:00	0.5	65.0	101520.0	160	0.8	0.0
2015-01-04 02:00	0.8	65.0	101520.0	160	1.2	0.0
2015-01-04 03:00	0.7	65.0	101470.0	90	2.5	0.0
2015-01-04 04:00	0.5	64.0	101420.0	90	1.6	0.0
2015-01-04 05:00	0.5	65.0	101360.0	90	1.6	0.0
2015-01-04 06:00	0.6	66.0	101320.0	110	1.8	0.0
2015-01-04 07:00	0.7	67.0	101360.0	70	1.6	0.0
2015-01-04 08:00	0.7	68.0	101350.0	110	2.1	0.0
2015-01-04 09:00	1.4	67.0	101390.0	110	1.5	27.777780000000003
2015-01-04 10:00	3.2	63.0	101430.0	110	1.7	97.22223
2015-01-04 11:00	3.9	62.0	101440.0	140	0.8	205.555572
2015-01-04 12:00	5.0	60.0	101360.0	90	1.9	188.88890400000003
2015-01-04 13:00	6.4	59.0	101310.0	70	1.1	302.77780200000007
2015-01-04 14:00	7.1	60.0	101290.0	50	1.1	283.33335600000004
2015-01-04 15:00	7.6	61.0	101320.0	50	1.1	172.222236
2015-01-04 16:00	7.3	62.0	101350.0	230	0.7	155.55556800000002
2015-01-04 17:00	6.8	66.0	101410.0	230	0.8	58.333338
2015-01-04 18:00	3.4	76.0	101440.0	270	0.8	2.777778
2015-01-04 19:00	1.8	91.0	101510.0	0	0.3	0.0
2015-01-04 20:00	1.2	96.0	101530.0	0	0.3	0.0
2015-01-04 21:00	0.0	98.0	101580.0	0	0.0	0.0
2015-01-04 22:00	-0.6	999.0	101570.0	50	0.7	0.0
2015-01-04 23:00	-0.9	999.0	101560.0	0	0.3	0.0
2015-01-05 00:00	-1.7	999.0	101560.0	70	1.0	0.0
2015-01-05 01:00	-1.9	100.0	101570.0	0	0.0	0.0
2015-01-05 02:00	-2.1	100.0	101670.0	0	0.2	0.0
2015-01-05 03:00	-2.2	100.0	101700.0	0	0.0	0.0
2015-01-05 04:00	-2.7	100.0	101750.0	0	0.1	0.0
2015-01-05 05:00	-2.5	100.0	101640.0	0	0.2	0.0
2015-01-05 06:00	-2.8	100.0	101620.0	0	0.0	0.0
2015-01-05 07:00	-0.2	100.0	101550.0	110	1.6	0.0
2015-01-05 08:00	0.6	95.0	101540.0	90	2.9	0.0
2015-01-05 09:00	1.8	91.0	101620.0	90	1.6	41.66667
2015-01-05 10:00	3.8	81.0	101660.0	90	0.5	138.8889
2015-01-05 11:00	4.9	72.0	101630.0	110	2.5	230.555574
2015-01-05 12:00	6.8	64.0	101470.0	110	2.8	311.11113600000004
2015-01-05 13:00	8.1	56.0	101270.0	110	2.8	275.000022
2015-01-05 14:00	9.1	51.0	101180.0	110	2.8	263.88891
2015-01-05 15:00	9.1	50.0	101130.0	110	1.6	191.66668199999998
2015-01-05 16:00	8.6	48.0	101100.0	160	1.5	127.77778800000002
2015-01-05 17:00	8.0	50.0	101070.0	140	1.1	52.777782
2015-01-05 18:00	6.8	56.0	101040.0	0	0.0	2.777778
2015-01-05 19:00	6.2	60.0	101030.0	0	0.4	0.0
2015-01-05 20:00	5.6	80.0	100930.0	360	0.6	0.0
2015-01-05 21:00	5.5	80.0	100850.0	270	1.1	0.0
2015-01-05 22:00	4.8	87.0	100810.0	0	0.0	0.0
2015-01-05 23:00	4.2	96.0	100770.0	0	0.1	0.0
2015-01-06 00:00	4.1	100.0	100700.0	0	0.4	0.0
2015-01-06 01:00	3.8	999.0	100670.0	290	0.6	0.0
2015-01-06 02:00	3.4	999.0	100670.0	290	1.4	0.0
2015-01-06 03:00	2.7	99.0	100740.0	320	2.5	0.0
2015-01-06 04:00	2.4	96.0	100710.0	320	2.1	0.0
2015-01-06 05:00	2.2	94.0	100760.0	320	3.3	0.0
2015-01-06 06:00	1.5	88.0	100810.0	320	3.1	0.0
2015-01-06 07:00	0.2	81.0	100930.0	290	4.0	0.0
2015-01-06 08:00	-1.5	74.0	101060.0	290	4.1	0.0
2015-01-06 09:00	-1.9	61.0	101190.0	320	4.7	61.111116
2015-01-06 10:00	-1.7	54.0	101300.0	290	3.4	194.44446
2015-01-06 11:00	-1.8	46.0	101350.0	290	3.9	311.11113600000004
2015-01-06 12:00	-0.7	38.0	101330.0	290	3.3	397.222254
2015-01-06 13:00	-0.6	34.0	101300.0	320	4.2	430.55559000000005
2015-01-06 14:00	0.0	35.0	101260.0	290	3.4	408.333366
2015-01-06 15:00	1.0	31.0	101330.0	320	2.8	338.888916
2015-01-06 16:00	-0.7	30.0	101430.0	320	3.6	227.777796
2015-01-06 17:00	-1.7	30.0	101460.0	320	3.2	94.44445200000001
2015-01-06 18:00	-3.1	29.0	101520.0	340	4.9	2.777778
2015-01-06 19:00	-4.1	39.0	101600.0	320	3.6	0.0
2015-01-06 20:00	-4.7	39.0	101640.0	320	3.6	0.0
2015-01-06 21:00	-5.4	41.0	101700.0	340	4.2	0.0
2015-01-06 22:00	-6.0	43.0	101740.0	320	4.2	0.0
2015-01-06 23:00	-6.0	41.0	101750.0	340	4.5	0.0
2015-01-07 00:00	-5.9	41.0	101740.0	340	3.6	0.0
2015-01-07 01:00	-5.9	37.0	101770.0	320	4.0	0.0
2015-01-07 02:00	-5.8	35.0	101750.0	320	4.0	0.0
2015-01-07 03:00	-6.1	37.0	101770.0	320	3.3	0.0
2015-01-07 04:00	-6.5	37.0	101750.0	320	3.2	0.0
2015-01-07 05:00	-6.7	37.0	101730.0	290	2.2	0.0
2015-01-07 06:00	-6.7	34.0	101770.0	320	2.3	0.0
2015-01-07 07:00	-6.5	31.0	101780.0	320	3.4	0.0
2015-01-07 08:00	-6.7	32.0	101770.0	320	3.3	0.0
2015-01-07 09:00	-5.5	33.0	101830.0	320	2.6	69.44445
2015-01-07 10:00	-4.3	28.0	101890.0	320	3.3	200.000016
2015-01-07 11:00	-3.3	27.0	101910.0	340	2.7	311.11113600000004
2015-01-07 12:00	-2.2	26.0	101860.0	290	2.4	394.444476
2015-01-07 13:00	-1.4	27.0	101760.0	320	2.2	425.000034
2015-01-07 14:00	-1.0	26.0	101740.0	270	2.2	400.000032
2015-01-07 15:00	-0.6	25.0	101760.0	290	1.6	327.777804
2015-01-07 16:00	-1.6	27.0	101800.0	340	2.1	219.44446200000002
2015-01-07 17:00	-2.0	28.0	101840.0	340	2.6	75.00000600000001
2015-01-07 18:00	-2.7	29.0	101910.0	340	1.9	5.555556
2015-01-07 19:00	-3.1	32.0	101950.0	320	2.5	0.0
2015-01-07 20:00	-3.4	34.0	101980.0	320	2.2	0.0
2015-01-07 21:00	-4.1	37.0	102030.0	290	1.6	0.0
2015-01-07 22:00	-4.6	40.0	102020.0	320	1.6	0.0
2015-01-07 23:00	-5.2	44.0	102040.0	290	1.1	0.0
2015-01-08 00:00	-5.9	47.0	102070.0	290	1.3	0.0
2015-01-08 01:00	-6.2	47.0	102100.0	290	1.6	0.0
2015-01-08 02:00	-6.8	51.0	102120.0	320	1.2	0.0
2015-01-08 03:00	-6.8	50.0	102180.0	290	1.0	0.0
2015-01-08 04:00	-8.0	55.0	102160.0	340	0.7	0.0
2015-01-08 05:00	-7.8	55.0	102140.0	290	1.0	0.0
2015-01-08 06:00	-8.8	65.0	102160.0	0	0.4	0.0
2015-01-08 07:00	-9.6	72.0	102210.0	0	0.4	0.0
2015-01-08 08:00	-9.3	72.0	102290.0	0	0.0	0.0
2015-01-08 09:00	-7.3	64.0	102350.0	200	1.2	61.111116
2015-01-08 10:00	-4.8	53.0	102370.0	200	1.4	188.88890400000003
2015-01-08 11:00	-2.3	35.0	102330.0	290	1.8	305.55558
2015-01-08 12:00	-1.3	30.0	102250.0	270	2.3	388.88892
2015-01-08 13:00	0.0	31.0	102160.0	270	2.1	413.88892200000004
2015-01-08 14:00	0.3	31.0	102120.0	290	2.9	391.666698
2015-01-08 15:00	0.0	29.0	102150.0	270	2.9	333.33336
2015-01-08 16:00	-0.9	41.0	102180.0	270	2.9	227.777796
2015-01-08 17:00	-1.9	43.0	102210.0	270	2.5	94.44445200000001
2015-01-08 18:00	-2.8	52.0	102190.0	270	1.9	5.555556
2015-01-08 19:00	-3.3	56.0	102210.0	290	0.8	0.0
2015-01-08 20:00	-4.3	65.0	102230.0	200	0.5	0.0
2015-01-08 21:00	-4.6	69.0	102200.0	0	0.3	0.0
2015-01-08 22:00	-5.6	76.0	102210.0	0	0.1	0.0
2015-01-08 23:00	-5.5	77.0	102210.0	0	0.2	0.0
2015-01-09 00:00	-6.1	84.0	102200.0	180	0.6	0.0
2015-01-09 01:00	-6.5	83.0	102220.0	0	0.3	0.0
2015-01-09 02:00	-6.8	87.0	102240.0	0	0.4	0.0
2015-01-09 03:00	-7.3	88.0	102270.0	0	0.2	0.0
2015-01-09 04:00	-7.6	91.0	102240.0	180	0.8	0.0
2015-01-09 05:00	-7.7	92.0	102250.0	200	0.7	0.0
2015-01-09 06:00	-7.6	91.0	102240.0	0	0.3	0.0
2015-01-09 07:00	-7.6	91.0	102250.0	180	0.5	0.0
2015-01-09 08:00	-7.0	93.0	102240.0	200	1.4	0.0
2015-01-09 09:00	-5.3	88.0	102260.0	180	0.6	47.222226000000006
2015-01-09 10:00	-3.4	81.0	102270.0	180	0.6	125.00001
2015-01-09 11:00	-1.4	68.0	102230.0	200	0.8	219.44446200000002
2015-01-09 12:00	-0.4	45.0	102160.0	230	1.2	291.66669
2015-01-09 13:00	0.7	42.0	102110.0	290	2.0	138.8889
2015-01-09 14:00	2.6	42.0	102040.0	270	1.6	200.000016
2015-01-09 15:00	2.8	46.0	102000.0	250	2.1	286.11113400000005
2015-01-09 16:00	2.3	53.0	101990.0	270	2.7	197.222238
2015-01-09 17:00	1.8	57.0	102020.0	290	3.2	77.77778400000001
2015-01-09 18:00	0.7	62.0	102050.0	290	1.5	5.555556
2015-01-09 19:00	-0.1	67.0	102030.0	270	1.3	0.0
2015-01-09 20:00	-1.8	76.0	102010.0	0	0.4	0.0
2015-01-09 21:00	-2.4	85.0	102000.0	0	0.2	0.0
2015-01-09 22:00	-2.8	88.0	101960.0	0	0.0	0.0
2015-01-09 23:00	-1.2	72.0	102000.0	290	2.0	0.0
2015-01-10 00:00	-1.9	68.0	102030.0	290	1.6	0.0
2015-01-10 01:00	-3.7	79.0	102030.0	0	0.4	0.0
2015-01-10 02:00	-3.5	70.0	102100.0	270	0.8	0.0
2015-01-10 03:00	-4.3	77.0	102110.0	320	1.6	0.0
2015-01-10 04:00	-4.3	74.0	102100.0	290	0.9	0.0
2015-01-10 05:00	-5.8	83.0	102050.0	0	0.3	0.0
2015-01-10 06:00	-6.7	88.0	102070.0	160	0.5	0.0
2015-01-10 07:00	-6.1	81.0	102080.0	0	0.2	0.0
2015-01-10 08:00	-6.3	83.0	102130.0	180	0.5	0.0
2015-01-10 09:00	-3.5	69.0	102150.0	0	0.4	58.333338
2015-01-10 10:00	0.2	57.0	102170.0	140	0.7	183.33334800000003
2015-01-10 11:00	0.9	57.0	102150.0	140	1.4	302.77780200000007
2015-01-10 12:00	3.5	52.0	102040.0	320	0.8	369.444474
2015-01-10 13:00	5.4	39.0	101980.0	270	2.4	394.444476
2015-01-10 14:00	5.0	35.0	101920.0	320	4.3	402.77781
2015-01-10 15:00	5.0	41.0	101940.0	270	4.7	338.888916
2015-01-10 16:00	4.1	44.0	101920.0	250	3.1	222.22224000000003
2015-01-10 17:00	3.3	57.0	101910.0	270	2.7	86.111118
2015-01-10 18:00	2.4	65.0	101920.0	230	1.2	8.333334
2015-01-10 19:00	0.3	74.0	101910.0	200	0.8	0.0
2015-01-10 20:00	-0.8	83.0	101880.0	180	0.6	0.0
2015-01-10 21:00	-0.1	84.0	101850.0	200	1.3	0.0
2015-01-10 22:00	-1.2	90.0	101810.0	160	1.5	0.0
2015-01-10 23:00	-1.0	88.0	101760.0	160	1.1	0.0
2015-01-11 00:00	-1.6	90.0	101710.0	180	0.6	0.0
2015-01-11 01:00	-2.2	94.0	101670.0	0	0.3	0.0
2015-01-11 02:00	-2.4	95.0	101630.0	70	0.7	0.0
2015-01-11 03:00	-2.0	97.0	101600.0	90	0.8	0.0
2015-01-11 04:00	-0.1	91.0	101530.0	70	0.8	0.0
2015-01-11 05:00	-0.6	93.0	101490.0	180	0.5	0.0
2015-01-11 06:00	-0.5	91.0	101530.0	0	0.3	0.0
2015-01-11 07:00	-1.6	98.0	101590.0	320	1.1	0.0
2015-01-11 08:00	-0.1	60.0	101690.0	320	3.4	0.0
2015-01-11 09:00	-0.1	56.0	101860.0	290	2.9	63.88889400000001
2015-01-11 10:00	0.5	55.0	101950.0	290	3.4	188.88890400000003
2015-01-11 11:00	1.3	51.0	102010.0	290	3.9	300.00002400000005
2015-01-11 12:00	2.2	47.0	101990.0	290	4.2	380.55558600000006
2015-01-11 13:00	2.6	46.0	101980.0	270	4.1	419.444478
2015-01-11 14:00	2.6	48.0	101980.0	270	5.1	397.222254
2015-01-11 15:00	1.8	49.0	102030.0	270	5.6	330.555582
2015-01-11 16:00	1.2	51.0	102120.0	290	3.8	213.88890600000002
2015-01-11 17:00	0.8	51.0	102190.0	290	4.1	94.44445200000001
2015-01-11 18:00	0.1	54.0	102230.0	270	2.6	11.111112
2015-01-11 19:00	-0.1	51.0	102290.0	320	2.5	0.0
2015-01-11 20:00	-0.7	45.0	102370.0	340	5.0	0.0
2015-01-11 21:00	-1.8	47.0	102470.0	340	2.0	0.0
2015-01-11 22:00	-2.1	46.0	102540.00000000001	320	4.0	0.0
2015-01-11 23:00	-2.6	45.0	102580.0	320	3.1	0.0
2015-01-12 00:00	-2.5	40.0	102580.0	320	4.0	0.0
2015-01-12 01:00	-3.1	41.0	102659.99999999999	320	2.6	0.0
2015-01-12 02:00	-3.6	42.0	102720.0	320	2.5	0.0
2015-01-12 03:00	-4.2	42.0	102750.0	320	2.9	0.0
2015-01-12 04:00	-4.7	43.0	102800.0	340	1.0	0.0
2015-01-12 05:00	-5.1	45.0	102850.0	320	1.3	0.0
2015-01-12 06:00	-5.8	46.0	102930.0	270	1.8	0.0
2015-01-12 07:00	-6.2	50.0	103009.99999999999	320	0.7	0.0
2015-01-12 08:00	-6.5	53.0	103070.0	270	1.0	0.0
2015-01-12 09:00	-4.1	50.0	103130.0	270	0.5	63.88889400000001
2015-01-12 10:00	-2.7	40.0	103200.0	320	0.5	188.88890400000003
2015-01-12 11:00	-1.2	36.0	103170.0	360	1.3	305.55558
2015-01-12 12:00	1.1	32.0	103130.0	70	1.3	386.111142
2015-01-12 13:00	1.7	28.0	103140.00000000001	250	2.1	416.6667
2015-01-12 14:00	3.1	26.0	103109.99999999999	230	0.9	394.444476
2015-01-12 15:00	2.5	30.0	103100.0	270	2.9	325.000026
2015-01-12 16:00	1.0	36.0	103120.0	290	2.2	216.66668400000003
2015-01-12 17:00	0.5	38.0	103070.0	290	1.2	91.66667400000001
2015-01-12 18:00	-0.4	41.0	103090.00000000001	270	1.8	8.333334
2015-01-12 19:00	-1.3	45.0	103080.0	290	1.3	0.0
2015-01-12 20:00	-2.1	48.0	103140.00000000001	270	0.7	0.0
2015-01-12 21:00	-2.1	50.0	103200.0	290	1.4	0.0
2015-01-12 22:00	-3.4	58.0	103200.0	0	0.2	0.0
2015-01-12 23:00	-4.6	65.0	103159.99999999999	0	0.2	0.0
2015-01-13 00:00	-5.6	70.0	103170.0	270	0.6	0.0
2015-01-13 01:00	-5.6	71.0	103120.0	0	0.4	0.0
2015-01-13 02:00	-6.8	78.0	103180.0	270	0.6	0.0
2015-01-13 03:00	-6.5	80.0	103259.99999999999	0	0.0	0.0
2015-01-13 04:00	-6.8	80.0	103180.0	230	0.5	0.0
2015-01-13 05:00	-7.0	82.0	103090.00000000001	0	0.4	0.0
2015-01-13 06:00	-7.0	81.0	103120.0	0	0.1	0.0
2015-01-13 07:00	-5.1	78.0	103150.0	0	0.4	0.0
2015-01-13 08:00	-4.8	76.0	103209.99999999999	0	0.0	2.777778
2015-01-13 09:00	-0.7	52.0	103200.0	70	0.6	86.111118
2015-01-13 10:00	1.9	41.0	103220.0	110	1.7	233.333352
2015-01-13 11:00	2.6	40.0	103209.99999999999	110	2.1	255.55557600000003
2015-01-13 12:00	4.4	35.0	103059.99999999999	110	1.3	350.00002800000004
2015-01-13 13:00	5.7	31.0	102940.00000000001	110	1.1	405.555588
2015-01-13 14:00	6.1	28.0	102880.0	70	1.1	319.44446999999997
2015-01-13 15:00	6.5	27.0	102859.99999999999	140	1.0	222.22224000000003
2015-01-13 16:00	5.6	30.0	102850.0	200	1.2	155.55556800000002
2015-01-13 17:00	5.1	33.0	102820.0	180	0.6	63.88889400000001
2015-01-13 18:00	2.5	41.0	102850.0	230	0.6	5.555556
2015-01-13 19:00	2.5	45.0	102850.0	340	0.6	0.0
2015-01-13 20:00	2.6	45.0	102870.0	230	0.5	0.0
2015-01-13 21:00	0.9	54.0	102850.0	0	0.4	0.0
2015-01-13 22:00	0.8	59.0	102780.0	230	0.6	0.0
2015-01-13 23:00	0.4	61.0	102770.0	20	0.7	0.0
2015-01-14 00:00	-0.1	62.0	102730.0	0	0.3	0.0
2015-01-14 01:00	0.0	63.0	102700.0	0	0.0	0.0
2015-01-14 02:00	-0.6	68.0	102670.0	290	0.6	0.0
2015-01-14 03:00	-0.1	65.0	102670.0	0	0.0	0.0
2015-01-14 04:00	-0.1	64.0	102620.0	0	0.0	0.0
2015-01-14 05:00	-0.4	67.0	102530.0	0	0.0	0.0
2015-01-14 06:00	0.3	62.0	102540.00000000001	270	1.0	0.0
2015-01-14 07:00	0.1	61.0	102580.0	180	0.7	0.0
2015-01-14 08:00	0.5	59.0	102609.99999999999	160	1.0	0.0
2015-01-14 09:00	1.6	55.0	102550.0	320	1.2	16.666668
2015-01-14 10:00	2.4	50.0	102570.0	290	1.2	58.333338
2015-01-14 11:00	3.9	44.0	102509.99999999999	0	0.4	97.22223
2015-01-14 12:00	5.4	39.0	102340.0	250	0.6	136.111122
2015-01-14 13:00	6.7	33.0	102120.0	340	1.0	233.333352
2015-01-14 14:00	7.4	24.0	102070.0	290	0.9	211.111128
2015-01-14 15:00	6.7	32.0	102080.0	230	1.8	105.555564
2015-01-14 16:00	5.6	41.0	102030.0	250	1.3	44.444448
2015-01-14 17:00	4.4	42.0	102100.0	230	1.6	13.888890000000002
2015-01-14 18:00	4.0	43.0	102090.0	250	0.8	0.0
2015-01-14 19:00	3.5	46.0	102070.0	320	2.3	0.0
2015-01-14 20:00	3.1	51.0	102020.0	270	0.7	0.0
2015-01-14 21:00	2.7	54.0	101980.0	0	0.3	0.0
2015-01-14 22:00	2.6	53.0	101980.0	230	0.5	0.0
2015-01-14 23:00	3.1	47.0	101910.0	340	0.6	0.0
2015-01-15 00:00	3.0	47.0	101890.0	270	0.9	0.0
2015-01-15 01:00	2.0	55.0	101830.0	0	0.3	0.0
2015-01-15 02:00	1.6	59.0	101800.0	0	0.0	0.0
2015-01-15 03:00	1.0	61.0	101810.0	0	0.4	0.0
2015-01-15 04:00	1.5	55.0	101760.0	0	0.3	0.0
2015-01-15 05:00	1.0	65.0	101720.0	0	0.4	0.0
2015-01-15 06:00	0.9	60.0	101700.0	0	0.1	0.0
2015-01-15 07:00	1.3	58.0	101770.0	0	0.3	0.0
2015-01-15 08:00	1.6	53.0	101790.0	290	1.2	0.0
2015-01-15 09:00	2.2	53.0	101840.0	290	2.0	30.555558
2015-01-15 10:00	3.3	50.0	101900.0	320	0.9	127.77778800000002
2015-01-15 11:00	5.5	45.0	101940.0	270	1.0	186.111126
2015-01-15 12:00	6.1	44.0	101870.0	250	1.4	294.44446800000003
2015-01-15 13:00	7.5	42.0	101770.0	200	1.7	358.333362
2015-01-15 14:00	8.3	38.0	101700.0	250	1.6	361.11114000000003
2015-01-15 15:00	8.6	39.0	101700.0	250	3.0	294.44446800000003
2015-01-15 16:00	6.8	44.0	101790.0	270	3.6	197.222238
2015-01-15 17:00	4.8	59.0	101840.0	270	2.8	91.66667400000001
2015-01-15 18:00	3.4	60.0	101900.0	290	2.9	8.333334
2015-01-15 19:00	2.4	68.0	101900.0	270	1.4	0.0
2015-01-15 20:00	1.5	75.0	101930.0	0	0.4	0.0
2015-01-15 21:00	0.5	81.0	101950.0	180	0.6	0.0
2015-01-15 22:00	0.1	79.0	101930.0	180	1.1	0.0
2015-01-15 23:00	-0.1	81.0	101960.0	200	1.3	0.0
2015-01-16 00:00	-0.4	88.0	101930.0	180	1.0	0.0
2015-01-16 01:00	-0.1	87.0	101850.0	180	0.8	0.0
2015-01-16 02:00	0.2	87.0	101840.0	0	0.4	0.0
2015-01-16 03:00	0.3	87.0	101840.0	180	0.6	0.0
2015-01-16 04:00	0.4	87.0	101800.0	160	0.6	0.0
2015-01-16 05:00	0.7	88.0	101760.0	160	0.8	0.0
2015-01-16 06:00	0.8	89.0	101770.0	160	1.0	0.0
2015-01-16 07:00	1.0	90.0	101730.0	160	1.6	0.0
2015-01-16 08:00	1.0	91.0	101670.0	180	1.3	0.0
2015-01-16 09:00	1.5	90.0	101700.0	200	0.8	0.0
2015-01-16 10:00	1.3	96.0	101690.0	200	0.8	2.777778
2015-01-16 11:00	1.8	98.0	101670.0	270	2.0	19.444446000000003
2015-01-16 12:00	2.7	88.0	101580.0	270	2.6	58.333338
2015-01-16 13:00	3.5	64.0	101490.0	290	5.2	205.555572
2015-01-16 14:00	2.6	66.0	101460.0	270	4.2	197.222238
2015-01-16 15:00	2.0	84.0	101430.0	270	2.9	50.000004
2015-01-16 16:00	2.1	74.0	101430.0	270	3.8	75.00000600000001
2015-01-16 17:00	1.9	69.0	101440.0	290	4.8	38.888892000000006
2015-01-16 18:00	1.8	66.0	101480.0	290	4.0	0.0
2015-01-16 19:00	1.6	71.0	101510.0	270	3.8	0.0
2015-01-16 20:00	0.8	68.0	101590.0	290	3.6	0.0
2015-01-16 21:00	-0.1	70.0	101640.0	290	4.2	0.0
2015-01-16 22:00	-0.9	68.0	101720.0	340	4.7	0.0
2015-01-16 23:00	-1.5	65.0	101790.0	320	4.5	0.0
2015-01-17 00:00	-1.5	63.0	101830.0	320	4.2	0.0
2015-01-17 01:00	-1.9	61.0	101850.0	320	4.0	0.0
2015-01-17 02:00	-2.6	57.0	101910.0	320	4.3	0.0
2015-01-17 03:00	-3.7	57.0	102040.0	320	3.0	0.0
2015-01-17 04:00	-4.3	57.0	102100.0	320	3.1	0.0
2015-01-17 05:00	-5.0	58.0	102160.0	320	2.9	0.0
2015-01-17 06:00	-5.5	59.0	102210.0	320	2.7	0.0
2015-01-17 07:00	-5.9	59.0	102350.0	320	2.8	0.0
