Time,Tair(`C),Humidity(%),Pressure(hPa),WindDirection(Deg),WindSpeed(m/s),GlobalRadiation(MJ/m^2)
2015-01-05 09:00,0.6,82,1010,70,3.4,0.18
2015-01-05 10:00,2.3,77,1010.4,70,3,0.57
2015-01-05 11:00,4.2,70,1009.7,70,3.7,1.03
2015-01-05 12:00,6,60,1008.1,70,3.1,1.37
2015-01-05 13:00,6.2,60,1006.2,70,3.6,0.92
2015-01-05 14:00,7.4,53,1005.2,90,3.2,0.99
2015-01-05 15:00,7.9,52,1004.8,70,2.3,0.81
2015-01-05 16:00,7.5,52,1004.4,50,2.7,0.42
2015-01-05 17:00,7,53,1004.3,50,2.9,0.16
2015-01-05 18:00,6.3,55,1003.8,20,2,0.02
2015-01-05 19:00,6.1,53,1003.8,20,0.5,0
2015-01-05 20:00,6,58,1002.9,360,0.9,0
2015-01-05 21:00,6,62,1002.2,320,1.6,0
2015-01-05 22:00,5.8,66,1001.5,360,1.6,0
2015-01-05 23:00,5.1,77,1001.1,270,2.8,0
2015-01-06 00:00,4.1,89,1000.4,270,1.9,0
2015-01-06 01:00,3.1,94,1000.2,320,3.1,0
2015-01-06 02:00,2.4,97,1000.3,270,3.4,0
2015-01-06 03:00,1.7,98,1001,270,3,0
2015-01-06 04:00,1.4,98,1000.6,290,3.3,0
2015-01-06 05:00,0.9,94,1001,270,4.5,0
2015-01-06 06:00,-0.1,83,1001.5,290,5.8,0
2015-01-06 07:00,-1.8,76,1002.6,290,5.4,0
2015-01-06 08:00,-3.3,67,1004.2,290,5.8,0.01
2015-01-06 09:00,-4,53,1005.5,290,5,0.31
2015-01-06 10:00,-3.7,47,1006.3,290,5.1,0.83
2015-01-06 11:00,-3,38,1006.7,290,4.4,1.3
2015-01-06 12:00,-2.9,36,1006.7,290,5.3,1.63
2015-01-06 13:00,-2,32,1006.4,290,4.7,1.78
2015-01-06 14:00,-1.5,32,1006.1,290,5.5,1.7
2015-01-06 15:00,-1.5,29,1006.6,290,5,1.44
2015-01-06 16:00,-1.5,29,1007.5,270,5.3,0.99
2015-01-06 17:00,-3,31,1008.2,290,4.5,0.45
2015-01-06 18:00,-4.5,33,1008.7,50,1.6,0.03
2015-01-06 19:00,-5.4,38,1009.5,320,4.1,0
2015-01-06 20:00,-6.2,42,1010.1,290,3.9,0
2015-01-06 21:00,-6.7,45,1010.4,320,3.7,0
2015-01-06 22:00,-7.2,44,1010.8,20,3,0
2015-01-06 23:00,-7.4,42,1011.2,999,3.3,0
2015-01-07 00:00,-7.6,42,1010.8,340,2.7,0
2015-01-07 01:00,-7.8,40,1011.1,270,2.5,0
2015-01-07 02:00,-8.3,41,1010.9,250,1,0
2015-01-07 03:00,-8.7,40,1010.9,270,0.7,0
2015-01-07 04:00,-8.5,39,1010.6,270,2.6,0
2015-01-07 05:00,-8.5,40,1010.4,270,2,0
2015-01-07 06:00,-8.4,37,1010.8,270,3,0
2015-01-07 07:00,-8.8,37,1010.9,290,1,0
2015-01-07 08:00,-8.6,35,1010.9,270,3,0.01
2015-01-07 09:00,-7.8,34,1011.5,290,2.7,0.31
2015-01-07 10:00,-6.4,31,1012.1,320,3.3,0.84
2015-01-07 11:00,-5.2,30,1012.2,290,3.9,1.31
2015-01-07 12:00,-3.3,26,1011.8,270,1.9,1.61
2015-01-07 13:00,-2.2,26,1010.8,270,3.2,1.71
2015-01-07 14:00,-1.9,24,1010.5,290,3.4,1.63
2015-01-07 15:00,-1,24,1010.9,270,2.9,1.36
2015-01-07 16:00,-1.1,24,1011.3,290,2.5,0.92
2015-01-07 17:00,-2.3,27,1011.7,290,3.5,0.39
2015-01-07 18:00,-3.5,30,1012.3,340,1.4,0.03
2015-01-07 19:00,-3.9,31,1012.7,340,2.7,0
2015-01-07 20:00,-4.3,34,1013,320,3.2,0
2015-01-07 21:00,-4.7,33,1013.6,340,4.2,0
2015-01-07 22:00,-5.2,34,1013.6,320,3.6,0
2015-01-07 23:00,-6.2,41,1013.5,270,2,0
2015-01-08 00:00,-6.4,41,1013.9,290,2.2,0
2015-01-08 01:00,-6.9,44,1014.2,290,2.3,0
2015-01-08 02:00,-7.6,47,1014.4,270,1.4,0
2015-01-08 03:00,-8,50,1014.9,270,2.1,0
2015-01-08 04:00,-8.2,52,1014.7,270,2.5,0
2015-01-08 05:00,-8.7,55,1014.5,270,2.3,0
2015-01-08 06:00,-8.6,57,1014.8,270,1.5,0
2015-01-08 07:00,-9.2,57,1015,270,0.6,0
2015-01-08 08:00,-9.2,57,1016.2,340,0.9,0.01
2015-01-08 09:00,-8.2,46,1016.4,270,2.3,0.29
2015-01-08 10:00,-5.8,35,1016.7,320,2.7,0.82
2015-01-08 11:00,-5.2,33,1016.4,290,4.3,1.29
2015-01-08 12:00,-3.4,30,1015.6,270,3.3,1.62
2015-01-08 13:00,-2,30,1015,270,3.8,1.7
2015-01-08 14:00,-1.5,28,1014.2,270,3.1,1.64
2015-01-08 15:00,-0.2,27,1014.7,250,3.8,1.37
2015-01-08 16:00,-0.7,28,1014.7,290,3.1,0.9
2015-01-08 17:00,-1.3,32,1015,290,3.4,0.41
2015-01-08 18:00,-2.8,41,1014.9,270,2.5,0.04
2015-01-08 19:00,-3.4,45,1015.1,270,1.6,0
2015-01-08 20:00,-4.1,48,1015.2,320,1.1,0
2015-01-08 21:00,-4.2,53,1015.2,290,1.7,0
2015-01-08 22:00,-4.7,58,1015.2,290,1.4,0
2015-01-08 23:00,-4.8,62,1015.2,320,0.8,0
2015-01-09 00:00,-5.3,62,1015.1,320,0.9,0
2015-01-09 01:00,-5,66,1015.2,290,1.2,0
2015-01-09 02:00,-5.1,64,1015.5,290,1.2,0
2015-01-09 03:00,-5.4,65,1015.8,270,1.2,0
2015-01-09 04:00,-5.8,61,1015.5,290,1,0
2015-01-09 05:00,-6.1,65,1015.5,270,1,0
2015-01-09 06:00,-6.2,66,1015.4,270,0.8,0
2015-01-09 07:00,-6.5,66,1015.5,20,0.7,0
2015-01-09 08:00,-6.8,70,1015.4,20,2.5,0.01
2015-01-09 09:00,-5.9,64,1015.6,20,1.5,0.26
2015-01-09 10:00,-4.1,58,1015.6,20,1.5,0.68
2015-01-09 11:00,-1.3,47,1015.4,250,0.9,1.1
2015-01-09 12:00,0.9,43,1014.6,250,2.3,1.34
2015-01-09 13:00,1.3,40,1014,270,3.7,1.41
2015-01-09 14:00,3.1,38,1013.2,270,3.1,1.48
2015-01-09 15:00,3.2,39,1013.1,270,3.1,1.21
2015-01-09 16:00,3.2,42,1012.9,250,3.3,0.85
2015-01-09 17:00,2,50,1013.3,270,3.4,0.36
2015-01-09 18:00,0.8,59,1013.7,270,3.2,0.04
2015-01-09 19:00,-0.1,67,1013.5,270,2.6,0
2015-01-09 20:00,-0.7,70,1013.2,250,1.9,0
2015-01-09 21:00,-1.3,74,1013.1,270,1.6,0
2015-01-09 22:00,-1.4,78,1012.9,290,1.2,0
2015-01-09 23:00,-1.7,68,1013.2,320,2.6,0
2015-01-10 00:00,-2.6,56,1013.5,320,1.4,0
2015-01-10 01:00,-3.2,51,1013.4,360,1.5,0
2015-01-10 02:00,-3.8,47,1014.1,270,2,0
2015-01-10 03:00,-4,46,1014.5,290,2.2,0
2015-01-10 04:00,-4.6,50,1014,270,2.5,0
2015-01-10 05:00,-4.9,54,1013.3,270,1.7,0
2015-01-10 06:00,-5.2,51,1013.7,270,1.4,0
2015-01-10 07:00,-5.4,53,1013.9,0,0.3,0
2015-01-10 08:00,-5.5,53,1014.3,20,1.5,0.01
2015-01-10 09:00,-4.4,52,1014.7,20,1.7,0.28
2015-01-10 10:00,-1.7,45,1014.7,20,0.6,0.79
2015-01-10 11:00,1.5,44,1014.5,200,2,1.22
2015-01-10 12:00,2.8,39,1013.6,250,2.2,1.52
2015-01-10 13:00,3.8,33,1012.8,270,3,1.66
2015-01-10 14:00,4.3,36,1012.3,270,6.2,1.57
2015-01-10 15:00,4.2,45,1012.3,270,5,1.17
2015-01-10 16:00,4.1,48,1012.2,270,4.7,0.83
2015-01-10 17:00,3.5,53,1012,270,3.5,0.32
2015-01-10 18:00,2.6,61,1012,250,3.1,0.04
2015-01-10 19:00,2,68,1012.1,230,2.8,0
2015-01-10 20:00,1.4,74,1011.8,250,1.5,0
2015-01-10 21:00,1.2,76,1011.5,250,2.4,0
2015-01-10 22:00,1.2,76,1011,250,2,0
2015-01-10 23:00,0.9,81,1010.6,250,0.9,0
2015-01-11 00:00,0.4,82,1010.1,230,1.3,0
2015-01-11 01:00,1,80,1009.5,230,2,0
2015-01-11 02:00,1.4,78,1009.1,230,1.5,0
2015-01-11 03:00,1.9,78,1008.7,230,1.3,0
2015-01-11 04:00,2.1,80,1008.1,230,2.2,0
2015-01-11 05:00,1.8,83,1007.9,230,2.9,0
2015-01-11 06:00,1.6,82,1008.4,290,3,0
2015-01-11 07:00,0.3,80,1009.1,270,5,0
2015-01-11 08:00,-1.4,62,1010.3,290,4.2,0.01
2015-01-11 09:00,-2,64,1011.8,320,3.5,0.28
2015-01-11 10:00,-1.4,62,1012.7,270,4.4,0.76
2015-01-11 11:00,-0.5,58,1013.4,290,4.1,1.19
2015-01-11 12:00,0.1,53,1013.2,290,4.8,1.42
2015-01-11 13:00,0.9,50,1013,290,4.7,1.63
2015-01-11 14:00,1.8,44,1012.9,290,4.1,1.63
2015-01-11 15:00,2.3,41,1013.5,270,4.3,1.3
2015-01-11 16:00,2,39,1014,290,3.7,0.92
2015-01-11 17:00,1.2,42,1014.8,270,4.3,0.42
2015-01-11 18:00,0,45,1015.2,290,5.7,0.04
2015-01-11 19:00,-1.1,48,1016.2,290,6,0
2015-01-11 20:00,-2.1,50,1017.1,290,2.8,0
2015-01-11 21:00,-2.8,51,1017.7,200,2.5,0
2015-01-11 22:00,-3.3,51,1018.6,230,2.6,0
2015-01-11 23:00,-4,50,1018.9,340,1.8,0
2015-01-12 00:00,-4.3,48,1019.1,20,2.1,0
2015-01-12 01:00,-4.5,44,1019.7,50,2.3,0
2015-01-12 02:00,-4.8,42,1020.5,290,2.6,0
2015-01-12 03:00,-4.5,35,1020.8,340,3.9,0
2015-01-12 04:00,-5.1,38,1021.1,320,1.6,0
2015-01-12 05:00,-6.1,42,1021.7,290,1.8,0
2015-01-12 06:00,-6.6,45,1022.4,320,1.3,0
2015-01-12 07:00,-7.1,49,1023.2,0,0.4,0
2015-01-12 08:00,-7.2,51,1023.8,340,0.8,0.01
2015-01-12 09:00,-6.6,44,1024.5,20,1,0.3
2015-01-12 10:00,-3.8,38,1025.2,20,1.7,0.82
2015-01-12 11:00,-1.5,33,1025.1,50,2.2,1.29
2015-01-12 12:00,0.6,29,1024.5,90,2.2,1.58
2015-01-12 13:00,1.4,25,1024.4,50,0.8,1.71
2015-01-12 14:00,3.4,23,1024.3,230,2.9,1.65
2015-01-12 15:00,2.6,26,1024.3,290,3.1,1.32
2015-01-12 16:00,2.9,24,1024.4,270,2.7,0.91
2015-01-12 17:00,1.4,30,1024.1,290,2.2,0.41
2015-01-12 18:00,-0.3,34,1024.1,290,2.2,0.05
2015-01-12 19:00,-1.2,34,1024,270,1.5,0
2015-01-12 20:00,-2,37,1024.4,270,1.8,0
2015-01-12 21:00,-2.7,43,1025.2,270,2.1,0
2015-01-12 22:00,-3.2,42,1025.2,270,0.8,0
2015-01-12 23:00,-3.5,44,1024.8,0,0.1,0
2015-01-13 00:00,-3.8,46,1024.8,50,1.3,0
2015-01-13 01:00,-4,50,1024.5,50,2.8,0
2015-01-13 02:00,-4.3,50,1025.1,20,1.4,0
2015-01-13 03:00,-4.5,55,1025.6,20,0.5,0
2015-01-13 04:00,-4.8,56,1025,50,2.2,0
2015-01-13 05:00,-4.9,56,1024.3,50,2.3,0
2015-01-13 06:00,-4.8,56,1024.6,50,1.8,0
2015-01-13 07:00,-4.8,54,1024.9,50,1.9,0
2015-01-13 08:00,-4.2,51,1025.4,70,2,0.01
2015-01-13 09:00,-3.1,48,1025.4,70,3.2,0.2
2015-01-13 10:00,-1.8,43,1025.6,90,2.2,0.45
2015-01-13 11:00,0.5,38,1025.4,90,2.9,0.99
2015-01-13 12:00,2.6,33,1024.2,70,2.2,1.47
2015-01-13 13:00,4.1,30,1022.8,70,2.3,1.66
2015-01-13 14:00,4.9,26,1022,50,2.6,1.35
2015-01-13 15:00,5.4,23,1021.8,20,1.1,1.04
2015-01-13 16:00,5.2,24,1021.7,50,2.1,0.66
2015-01-13 17:00,4.5,24,1021.6,50,1.9,0.27
2015-01-13 18:00,3.3,25,1022,20,0.7,0.04
2015-01-13 19:00,2.6,33,1022,0,0.4,0
2015-01-13 20:00,2.1,35,1022.1,290,0.6,0
2015-01-13 21:00,1.6,35,1021.7,70,1.3,0
2015-01-13 22:00,1.1,39,1021.1,50,2.6,0
2015-01-13 23:00,1,39,1021,20,1.4,0
2015-01-14 00:00,0.9,42,1020.8,20,1.3,0
2015-01-14 01:00,0.7,42,1020.3,70,1.6,0
2015-01-14 02:00,0.4,45,1020.2,20,0.8,0
2015-01-14 03:00,0,46,1020.2,20,2,0
2015-01-14 04:00,0,48,1019.5,20,1.2,0
2015-01-14 05:00,-0.1,50,1018.9,20,2.1,0
2015-01-14 06:00,-0.3,46,1019,20,0.7,0
2015-01-14 07:00,0,47,1018.8,20,0.8,0
2015-01-14 08:00,0.3,49,1019.3,20,1.1,0.01
2015-01-14 09:00,0.7,48,1019,50,2.5,0.1
2015-01-14 10:00,1.4,44,1019.1,50,1.7,0.23
2015-01-14 11:00,2.5,34,1018.5,70,1.4,0.38
2015-01-14 12:00,3.8,34,1017,70,1,0.51
2015-01-14 13:00,4.7,32,1015.1,50,1.7,0.68
2015-01-14 14:00,6.1,30,1014.1,230,0.8,0.76
2015-01-14 15:00,5.4,36,1014.1,250,2.3,0.37
2015-01-14 16:00,4.6,36,1013.6,290,1.8,0.2
2015-01-14 17:00,4.2,38,1014.3,230,1.9,0.1
2015-01-14 18:00,3.8,40,1014.2,270,0.6,0.02
2015-01-14 19:00,3.6,40,1014.2,270,1.4,0
2015-01-14 20:00,3.5,38,1013.7,270,1.1,0
2015-01-14 21:00,3.5,39,1013.1,320,1.5,0
2015-01-14 22:00,3.3,37,1013.2,360,0.5,0
2015-01-14 23:00,3.1,32,1012.7,50,1.7,0
2015-01-15 00:00,2.9,40,1012,270,1.6,0
2015-01-15 01:00,2.7,38,1011.7,290,0.8,0
2015-01-15 02:00,2.1,41,1011.5,20,0.6,0
2015-01-15 03:00,1.5,39,1011.5,70,2.6,0
2015-01-15 04:00,0.4,51,1011.2,320,0.6,0
2015-01-15 05:00,-0.3,52,1010.7,70,1.9,0
2015-01-15 06:00,0.1,53,1010.6,70,2.3,0
2015-01-15 07:00,-0.4,59,1011.1,290,1.5,0
2015-01-15 08:00,-1.1,61,1011.6,270,1.7,0.01
2015-01-15 09:00,-0.1,57,1011.9,270,2.2,0.25
2015-01-15 10:00,1.3,52,1012.3,200,0.5,0.48
2015-01-15 11:00,3.2,50,1012.8,270,2.7,0.71
2015-01-15 12:00,5.6,42,1012.1,200,1.9,1.22
2015-01-15 13:00,7.5,37,1011.2,200,2.9,1.62
2015-01-15 14:00,8.3,36,1010.5,250,3.5,1.55
2015-01-15 15:00,8.6,35,1010.4,270,2.6,1.29
2015-01-15 16:00,8.3,36,1010.9,250,3.9,0.88
2015-01-15 17:00,6.8,45,1011.5,290,3.2,0.4
2015-01-15 18:00,4.3,61,1012.1,270,4.4,0.06
2015-01-15 19:00,3.3,60,1012.1,270,2.8,0
2015-01-15 20:00,2.4,56,1012.5,270,1.9,0
2015-01-15 21:00,1.7,60,1012.5,270,1.2,0
2015-01-15 22:00,1.4,62,1012.3,290,0.5,0
2015-01-15 23:00,0.9,71,1012.3,250,2.1,0
2015-01-16 00:00,1,82,1012.1,250,1.7,0
2015-01-16 01:00,1,84,1011.4,230,1.9,0
2015-01-16 02:00,0.4,83,1011.4,200,0.8,0
2015-01-16 03:00,1.1,86,1011.5,230,2.9,0
2015-01-16 04:00,1.6,82,1011.1,250,2,0
2015-01-16 05:00,1.9,82,1010.7,230,2.3,0
2015-01-16 06:00,1.9,84,1010.4,250,0.9,0
2015-01-16 07:00,2.2,82,1010,200,2.2,0
2015-01-16 08:00,2.4,80,1009.8,230,2.9,0
2015-01-16 09:00,2.6,79,1009.8,230,5.6,0.04
2015-01-16 10:00,1.9,89,1009.7,250,3.5,0.07
2015-01-16 11:00,1.9,82,1009.4,250,3.3,0.19
2015-01-16 12:00,2.8,63,1008.5,250,5.6,0.53
2015-01-16 13:00,3.2,60,1007.7,270,6.7,1.01
2015-01-16 14:00,2.2,61,1007.4,250,4.9,0.45
2015-01-16 15:00,1.1,77,1007.4,270,4.6,0.14
2015-01-16 16:00,1.1,64,1007.2,270,6.9,0.2
2015-01-16 17:00,1,64,1007.3,270,5.7,0.12
2015-01-16 18:00,0.6,66,1007.8,250,4.7,0.04
2015-01-16 19:00,0.5,66,1008.3,270,5.4,0
2015-01-16 20:00,-0.1,68,1008.9,250,5.7,0
2015-01-16 21:00,-1.1,67,1009.4,290,6.1,0
2015-01-16 22:00,-1.8,69,1010.4,270,4.5,0
2015-01-16 23:00,-2.4,65,1010.7,270,4.9,0
2015-01-17 00:00,-2.4,62,1011.1,270,5.5,0
2015-01-17 01:00,-3.3,62,1011.5,270,5.7,0
2015-01-17 02:00,-3.9,64,1012.2,270,6.2,0
2015-01-17 03:00,-4.8,59,1013.5,290,5.2,0
2015-01-17 04:00,-5.7,59,1014.2,290,4.2,0
2015-01-17 05:00,-6.2,60,1014.7,320,2.7,0
2015-01-17 06:00,-6.8,62,1015.5,270,2.5,0
2015-01-17 07:00,-7.3,63,1016.6,270,3,0
2015-01-17 08:00,-7.7,63,1017.3,270,2.9,0.02
2015-01-17 09:00,-7.2,57,1018.2,290,2.5,0.32
2015-01-17 10:00,-5.9,49,1019.2,320,3.3,0.83
2015-01-17 11:00,-4.6,40,1020,290,4,1.35
2015-01-17 12:00,-3.1,37,1019.8,270,3.4,1.67
2015-01-17 13:00,-2.3,34,1019.1,270,4.7,1.85
2015-01-17 14:00,-0.9,33,1018.5,270,4.1,1.75
2015-01-17 15:00,-1,31,1018.5,320,5.1,1.49
2015-01-17 16:00,-0.2,29,1018.2,320,2.8,1.03
2015-01-17 17:00,-0.7,32,1018.2,270,3.7,0.5
2015-01-17 18:00,-1.9,37,1018.7,250,2.6,0.08
2015-01-17 19:00,-2.5,46,1019.2,250,2.8,0
2015-01-17 20:00,-2.8,45,1019.7,270,3.2,0
2015-01-17 21:00,-3.3,39,1019.8,270,2.6,0
2015-01-17 22:00,-3.6,39,1019.8,270,2.4,0
2015-01-17 23:00,-4.1,42,1019.5,290,1.4,0
2015-01-18 00:00,-4.4,46,1018.7,290,2.3,0
2015-01-18 01:00,-4.9,42,1018.6,290,1.9,0
2015-01-18 02:00,-5.3,44,1018.6,270,1.9,0
2015-01-18 03:00,-5.6,47,1018.7,290,1.2,0
2015-01-18 04:00,-6.2,50,1017.9,0,0.4,0
2015-01-18 05:00,-6.4,55,1017.6,50,1.5,0
2015-01-18 06:00,-5.6,55,1017.3,20,1.7,0
2015-01-18 07:00,-4.9,52,1016.9,70,3.2,0
2015-01-18 08:00,-4.7,55,1016.4,50,2.7,0.01
2015-01-18 09:00,-4.1,55,1016,50,2.2,0.16
2015-01-18 10:00,-2.7,51,1014.7,50,3.1,0.5
2015-01-18 11:00,-1.4,49,1014.3,70,2.4,0.66
2015-01-18 12:00,0.4,45,1012.6,90,2.6,1.06
2015-01-18 13:00,1.8,46,1011.4,90,1.3,1.32
2015-01-18 14:00,1.9,47,1010.4,70,1.9,0.68
2015-01-18 15:00,1.7,64,1009.6,180,2.8,0.32
2015-01-18 16:00,1.7,65,1008.5,200,3.4,0.23
2015-01-18 17:00,1.5,73,1007.5,200,3.5,0.1
2015-01-18 18:00,1.1,87,1006.4,200,3.3,0.02
2015-01-18 19:00,0.5,97,1005.7,160,1.2,0
2015-01-18 20:00,0.3,99,1005.5,180,0.7,0
2015-01-18 21:00,0.3,999,1005.3,200,2.8,0
2015-01-18 22:00,0.5,999,1005.2,230,2.2,0
2015-01-18 23:00,0.9,98,1005.6,250,2.9,0
2015-01-19 00:00,1.1,94,1005.9,250,3.8,0
2015-01-19 01:00,1.2,91,1006,270,4,0
2015-01-19 02:00,0.9,93,1006.5,230,3.9,0
2015-01-19 03:00,0.9,92,1007,270,3.6,0
2015-01-19 04:00,1.1,89,1007.1,270,3.9,0
2015-01-19 05:00,1.1,86,1007.5,270,3.8,0
2015-01-19 06:00,0.8,82,1008.6,270,3.4,0
2015-01-19 07:00,0.3,80,1009.5,250,3.2,0
2015-01-19 08:00,-0.1,83,1010.3,250,2.4,0.01
2015-01-19 09:00,0.1,78,1010.8,250,3,0.24
2015-01-19 10:00,0.9,71,1011.8,270,3.4,0.68
2015-01-19 11:00,1.6,64,1012.6,290,2.8,1.15
2015-01-19 12:00,2.3,58,1012.3,290,3.4,1.31
2015-01-19 13:00,3,56,1012,270,5.8,1.57
2015-01-19 14:00,2.3,63,1012.1,320,4.7,1.01
2015-01-19 15:00,2.1,60,1012.3,320,4.9,0.83
